fecha,Enfermedades crónicas de las vías respiratorias inferiores ,Enfermedades cerebrovasculares,Causas de mortalidad mal definidas y desconocidas,Tumores malignos de los órganos genitales masculinos,Enfermedades hipertensivas,"Enfermedades de las venas y de los vasos y ganglios linfáticos, no clasificadas en otra parte ",Otras enfermedades de los intestinos,Influenza [gripe] y neumonía,Otras enfermedades respiratorias que afectan principalmente al intersticio ,Otras enfermedades bacterianas,Enfermedades isquémicas del corazón,Enfermedad renal tubulointersticial,Desnutrición,Otras enfermedades del sistema respiratorio ,Tumores malignos de los órganos respiratorios e intratorácicos,Otras formas de enfermedad del corazón,Tumores malignos de los órganos digestivos,Hernia ,"Exposición al humo, fuego y llamas",Tumores malignos de los órganos genitales femeninos,Otras enfermedades del sistema digestivo,Otras enfermedades de la pleura,Síntomas y signos generales,Exposición accidental a otros factores y a los no especificados,"Tumores [neoplasias] malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines",Enfermedades del hígado,"Tumores [neoplasias] malignos de sitios mal definidos, secundarios y de sitios no especificados",Enfermedades glomerulares,Melanoma y otros tumores malignos de la piel,Diabetes mellitus,Trastornos del humor [afectivos],Tumores [neoplasias] de comportamiento incierto o desconocido,"Tumores malignos del ojo, del encéfalo y de otras partes del sistema nervioso central","Enfermedades del esófago, del estómago y del duodeno",COVID-19 Confirmado,COVID-19 Sospechoso,"Trastornos mentales orgánicos, incluidos los trastornos sintomáticos",Caídas,Otros trastornos del sistema nervioso,"Trastornos de la vesícula biliar, de las vías biliares y del páncreas",Tumor maligno de la mama,Otras enfermedades degenerativas del sistema nervioso,Insuficiencia renal ,Trastornos extrapiramidales y del movimiento ,Tumores malignos de la glándula tiroides y de otras glándulas endocrinas,Secuelas de causa externa de morbilidad y de mortalidad,"Tumores malignos del labio, de la cavidad bucal y de la faringe",Enfermedades de los órganos genitales masculinos,Anemias aplásticas y otras anemias ,Tumores malignos de las vías urinarias,Otras infecciones agudas de las vías respiratorias inferiores,Artrosis ,"Enfermedades de las arterias, de las arteriolas y de los vasos capilares",Ahogamiento y sumersión accidentales,Trastornos metabólicos,Síntomas y signos que involucran los sistemas circulatorio y respiratorio,Afecciones supurativas y necróticas de las vías respiratorias inferiores ,Tumores [neoplasias] in situ,Malformaciones congénitas del sistema urinario,Infecciones de la piel y del tejido subcutáneo,Enfermedades del pulmón debidas a agentes externos ,Síntomas y signos que involucran los sistemas nervioso y osteomuscular,Otras enfermedades de la sangre y de los órganos hematopoyéticos ,Malformaciones congénitas del sistema circulatorio,Enfermedad cardiopulmonar y enfermedades de la circulación pulmonar,Trastornos de la glándula tiroides,Enfermedades cardíacas reumáticas crónicas ,Secuelas de enfermedades infecciosas y parasitarias,Otras enfermedades del sistema urinario,Otros trastornos del riñón y del uréter,Tuberculosis,Tumores [neoplasias] benignos,"Procedimientos quirúrgicos y otros procedimientos médicos como la causa de reacción anormal del paciente o de complicación posterior, sin mención de incidente en el momento de efectuar el procedimiento","Exceso de esfuerzo, viajes y privación",Enfermedades infecciosas intestinales ,Micosis,Trastornos episódicos y paroxísticos ,Otras osteopatías,Alteraciones de la visión y ceguera,Otros accidentes que obstruyen la respración,Otros accidentes de transporte terrestre,Otros trastornos de la regulación de la glucosa y de la secreción interna del páncreas,Otros trastornos y los no especificados del sistema circulatorio,Tumores malignos de los huesos y de los cartílagos articulares de los miembros,"Defectos de la coagulación, púrpura y otras afecciones hemorrágicas",Enteritis y colitis no infecciosas,Trastornos mentales y del comportamiento debidos al uso de sustancias psicoactivas,Tumores malignos de los tejidos mesoteliales y de los tejidos blandos,Peatón lesionado en accidente de transporte,Litiasis urinaria ,Infecciones virales caracterizadas por lesiones de la piel y de las membranas mucosas,Lesiones autoinfligidas intencionalmente ,Trastornos de la densidad y de la estructura óseas,Otros trastornos de la piel y del tejido subcutáneo,Exposición a fuerzas mecánicas inanimadas,Otros trastornos articulares,Poliartropatías inflamatorias,Espondilopatías,Enfermedades debidas a protozoarios,Enfermedades del oído interno,Trastornos de los músculos,"Meningitis bacteriana, no clasificada en otra parte",Trastornos del cuerpo vítreo y del globo ocular,Parálisis cerebral y otros síndromes paralíticos ,Dispositivos médicos de diagnósticos y de uso terapéutico asociados con incidentes adversos,Otras enfermedades debidas a espiroquetas,Otras deficiencias nutricionales,Anemias nutricionales ,"Envenenamiento accidental por, y exposicion a sustancias nocivas",Enfermedades del peritoneo,Otras enfermedades infecciosas,Enfermedades desmielinizantes del sistema nervioso central ,"Trastornos del párpado, aparato lagrimal y órbita ",Obesidad y otros tipos de hiperalimentación,Trastornos no inflamatorios de los órganos genitales femeninos,Hepatitis viral,Ocupante de automovil  lesionado en accidente de transporte,Síntomas y signos que involucran el sistema digestivo y el abdomen,"Síntomas y signos que involucran el conocimiento, la percepción, el estado emocional y la conducta",Exposición a fuerzas de la naturaleza,Trastornos sistémicos del tejido conjuntivo ,Síntomas y signos que involucran el sistema urinario,Anemias hemolíticas,Polineuropatías y otros trastornos del sistema nervioso periférico,Enfermedades musculares y de la unión neuromuscular,"Pediculosis, acariasis y otras infestaciones",Agresiones,Otros trastornos de los tejidos blandos,"Trastornos neuróticos, trastornos relacionados con el estrés y trastornos somatomorfos",Ciertos trastornos que afectan el mecanismo de la inmunidad ,Enfermedades inflamatorias de los órganos pélvicos femeninos,Incidentes ocurridos al paciente durante la atención  médica y quirúrgica,Trastornos de otras glándulas endocrinas,Enfermedades del apéndice,Atrofias sistémicas que afectan principalmente el sistema nervioso central,infecciones del sistema nervioso central,Otras enfermedades de las vías respiratorias superiores,Trastornos respiratorios y cardiovasculares específicos del período perinatal,Trastornos del desarrollo y de la erupción de los dientes,Contacto traumático con animales y plantas venenosos,Artropatías infecciosas,Otras enfermedades virales,"Esquizofrenia, trastornos esquizotípicos y trastornos delirantes","Trastornos de los nervios, de las raíces y de los plexos nerviosos",Helmintiasis,Infecciones agudas de las vías respiratorias superiores ,Urticaria y eritema,"Exposición a la corriente eléctrica, radiación y temperatura, y presión del aire ambientales extremas",Enfermedad por virus de la inmunodeficiencia humana [VIH],Dorsopatías deformantes ,Accidentes de transporte aéreo y espacial,Accidentes de transporte por agua,Ciclista lesionado en accidente de transporte,Infecciones con modo de transmisión predominantemente sexual,Trastorno mental no especificado,Exposición a fuerzas mecánicas animadas,Motociclista lesionado en accidente de transporte,"Drogas, medicamentos y sustancias biológicas causantes de efectos adversos en su uso terapéutico",Retraso mental,"Anomalías cromosómicas, no clasificadas en otra parte",Ocupante de camioneta o furgoneta  lesionado en accidente de transporte,Otras malformaciones congénitas,Trastornos flictenulares,Otras dorsopatías ,Condropatías,Infecciones específicas del período perinatal,Trastornos relacionados con la duración de la gestación y el crecimiento fetal,Otras malformaciones congénitas del sistema digestivo,Malformaciones congénitas del sistema nervioso,Malformaciones y deformidades congénitas del sistema osteomuscular,Otras afecciones obstétricas no clasificadas en otra parte,Complicaciones principalmente relacionadas con el puerperio,Síndromes del comportamiento asociados con alteraciones fisiológicas y factores físicos,Trastornos hemorrágicos y hematológicos del feto y del recién nacido,Trastornos del sistema digestivo del feto y del recién nacido,"Edema, proteinuria y trastornos hipertensivos en el embarazo, el parto y el puerperio",Malformaciones congénitas del sistema respiratorio,Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido,Otros trastornos originados en el período perinatal,Contacto con calor y sustancias calientes,"Feto y recién nacido afectados por factores maternos y por complicaciones del embarazo, del trabajo de parto y del parto",Otros trastornos maternos relacionados principalmente con el embarazo,Ciertas zoonosis bacterianas,Traumatismo del nacimiento,Atención materna relacionada con el feto y la cavidad amniótica y con posibles problemas del parto ,Embarazo terminado en aborto,Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido
2020-03-03,7,30,4,8,12,0,2,9,4,4,13,0,2,3,8,11,27,0,2,6,1,0,2,1,4,13,1,1,0,3,0,2,1,1,0,0,3,2,1,1,3,4,1,0,1,0,0,1,1,3,0,0,5,0,3,1,0,0,1,0,6,1,0,1,2,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-04,9,20,2,8,8,0,5,14,2,5,17,1,0,7,7,7,34,0,0,3,2,0,7,1,5,11,4,0,1,10,0,2,4,1,0,0,3,1,1,1,4,0,6,0,1,0,2,0,0,3,0,0,2,3,3,0,0,0,0,1,4,1,0,0,2,0,0,0,3,0,0,0,0,0,1,1,1,0,0,0,6,0,0,0,0,0,0,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-05,10,16,3,8,10,1,2,14,6,2,20,0,2,2,14,9,29,1,2,7,1,0,3,3,3,7,2,0,0,4,0,3,2,1,0,0,4,3,2,3,4,8,3,2,2,0,0,1,2,5,0,1,3,2,2,1,0,0,0,1,4,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,1,0,0,3,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-03-06,8,18,7,5,9,1,5,10,10,3,13,3,0,2,8,18,34,1,1,6,1,0,2,2,4,10,3,0,0,5,0,3,1,0,0,0,5,2,0,4,3,4,4,1,2,0,2,2,1,8,1,0,2,0,0,0,1,0,0,0,4,1,0,0,3,1,0,1,7,1,0,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2,1,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-07,5,16,5,7,7,0,3,9,3,2,20,0,0,3,10,9,29,0,0,6,3,0,4,5,3,11,3,0,1,7,0,4,1,1,0,0,4,0,2,3,4,2,5,0,0,0,2,0,1,5,0,0,0,0,3,0,0,0,0,0,3,0,0,2,2,0,1,0,2,0,0,1,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,6,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-08,4,20,9,3,9,1,6,10,4,1,29,2,1,5,6,9,37,1,0,6,0,0,2,2,7,13,2,1,3,8,0,2,2,2,0,0,9,1,1,1,5,12,2,4,1,0,0,0,0,5,1,0,0,0,1,1,2,0,0,2,3,0,0,1,1,1,0,0,4,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,3,0,0,4,0,3,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-09,8,17,7,4,10,0,5,10,2,3,21,2,2,3,4,7,23,1,1,3,1,0,4,4,4,3,3,0,1,9,0,5,1,0,0,0,5,3,1,2,2,4,2,3,0,0,0,2,1,6,0,0,1,1,2,0,1,0,0,2,4,1,2,1,3,0,1,0,7,0,1,1,1,0,1,0,0,0,0,1,4,0,0,0,1,0,0,4,1,0,0,4,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-10,9,15,4,7,10,0,10,11,6,4,19,1,2,10,9,12,25,0,2,2,1,1,2,3,3,10,5,0,0,8,0,3,1,3,0,0,2,1,2,1,12,6,5,1,0,0,1,0,1,5,0,0,3,2,2,2,1,0,0,1,5,0,0,1,2,0,0,0,5,1,1,0,1,0,2,0,3,0,0,2,2,0,0,0,1,2,0,0,1,0,0,10,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-11,10,20,4,6,12,1,6,9,8,2,13,1,0,3,11,4,35,2,1,3,0,0,3,3,3,17,2,0,3,10,0,5,0,1,0,0,6,1,1,2,4,6,8,1,2,1,0,1,0,2,0,0,1,1,1,0,1,0,0,1,2,0,1,0,1,0,0,0,5,0,0,0,1,0,1,0,1,0,0,1,3,0,0,0,1,0,2,0,1,0,0,1,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-12,8,18,13,6,8,1,4,6,4,1,14,1,0,5,10,13,32,0,0,2,1,0,1,4,5,6,5,0,2,5,0,6,2,0,0,0,7,2,0,3,6,8,4,0,1,0,0,0,1,3,0,0,2,1,1,1,0,0,0,2,2,0,0,0,2,0,1,0,4,0,0,0,1,0,2,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,9,0,2,4,0,0,1,0,0,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-13,5,19,6,4,12,0,6,13,4,4,17,2,2,4,11,8,29,0,1,5,2,0,3,3,8,18,1,0,3,5,0,3,1,2,0,0,6,1,1,5,7,3,5,3,1,0,1,2,0,3,1,0,4,1,1,0,0,0,0,1,10,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,1,0,0,0,5,0,0,0,0,1,0,0,4,0,0,4,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-03-14,3,13,6,8,15,0,2,8,8,0,18,0,0,3,18,17,22,0,0,6,2,0,4,7,6,16,1,0,1,8,0,3,3,0,0,0,3,3,1,3,7,6,3,1,1,0,0,0,2,4,1,0,1,1,1,0,0,0,0,2,6,0,1,1,2,0,1,1,1,0,0,0,1,0,2,0,2,1,0,0,4,0,0,0,1,0,0,1,0,0,0,3,0,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,1,0,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-15,7,15,5,3,14,0,4,11,3,4,17,3,1,1,4,13,31,0,2,3,0,0,3,5,6,5,2,0,1,8,0,4,0,0,0,1,2,1,0,4,3,4,5,2,0,0,0,0,1,5,0,0,1,2,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,3,0,1,0,0,0,0,1,7,0,0,0,0,1,1,1,1,0,0,5,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-16,6,17,8,4,11,3,2,17,5,2,12,2,1,3,11,13,32,0,0,5,0,0,2,4,3,12,3,0,3,6,0,3,2,2,0,1,10,0,1,2,4,2,3,1,0,0,0,0,2,4,3,1,1,0,1,0,0,0,0,1,1,0,0,0,2,0,0,1,3,0,4,0,1,0,1,0,2,0,0,0,3,2,0,0,0,0,0,2,1,0,0,4,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-17,8,19,5,7,9,0,7,12,2,3,15,0,1,2,11,19,36,1,0,5,3,0,2,7,3,14,0,0,2,6,0,1,4,0,0,0,4,2,1,3,3,10,5,0,0,1,2,0,2,3,0,3,2,1,0,0,0,0,0,0,3,0,1,0,2,1,0,2,6,1,1,0,2,0,4,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-03-18,7,17,6,5,10,0,3,17,2,2,23,2,0,4,13,14,37,3,0,2,1,1,3,7,6,13,1,0,1,9,0,3,2,3,0,1,6,3,1,1,4,6,4,1,0,0,2,1,1,2,1,1,3,0,1,0,0,0,0,1,3,0,0,1,3,0,0,1,6,0,0,0,0,0,0,0,2,0,0,0,5,0,1,1,1,1,1,4,2,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-19,8,23,6,6,10,1,4,15,3,1,22,1,0,5,9,15,27,1,0,7,0,0,4,3,4,14,4,0,0,7,0,4,0,2,1,0,7,6,0,4,6,3,4,2,1,0,2,1,3,1,0,0,2,0,3,0,1,0,1,0,1,0,0,1,2,0,0,1,3,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,2,2,0,0,0,5,0,2,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-03-20,12,16,4,7,16,0,4,12,6,2,13,1,2,4,12,9,27,0,1,6,4,0,3,2,2,5,3,0,0,11,0,7,3,0,1,1,5,1,1,1,7,3,4,1,0,0,2,0,0,2,1,0,2,0,2,0,1,0,0,0,3,0,1,0,2,0,0,1,3,0,0,0,0,0,1,0,1,0,0,0,8,0,0,0,0,1,0,2,0,0,1,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2020-03-21,10,19,3,7,18,0,3,13,3,4,15,0,1,4,13,9,27,0,1,6,1,1,8,3,3,11,4,0,0,5,0,4,0,0,1,1,7,2,1,3,0,2,8,0,2,0,2,0,1,3,1,0,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,6,0,0,1,2,0,3,0,1,0,0,0,6,0,0,0,1,0,0,1,1,0,0,3,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-22,10,17,5,5,15,0,4,14,2,2,16,2,0,6,17,14,28,3,0,3,2,2,1,2,2,7,0,0,1,6,0,3,2,0,0,1,7,3,4,2,4,5,4,2,2,0,2,0,1,3,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,9,1,2,0,0,0,2,2,1,1,0,0,5,0,0,0,1,0,3,2,0,0,0,6,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-03-23,8,17,7,5,13,0,7,10,1,1,18,1,1,5,14,11,28,0,0,6,2,0,5,3,9,10,4,0,0,6,0,7,2,0,1,0,3,3,2,0,10,6,4,4,0,0,0,1,0,6,0,0,1,0,1,1,0,0,0,1,1,1,0,1,2,0,0,0,3,0,1,0,1,0,2,0,1,0,0,1,3,0,0,0,1,0,0,0,0,1,0,6,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-24,5,22,3,5,14,1,2,14,3,6,19,1,0,4,4,18,36,1,0,4,1,1,6,3,2,15,2,0,1,8,0,6,0,0,0,3,2,0,0,2,1,3,4,3,1,1,1,0,0,5,0,1,1,4,2,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,4,0,1,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
2020-03-25,11,25,6,3,14,1,3,13,5,4,23,2,1,5,9,11,35,0,0,5,1,1,2,1,7,11,1,0,1,10,0,3,1,0,1,1,7,1,0,1,2,3,6,1,0,1,0,0,3,7,0,0,2,1,1,0,0,0,0,0,5,0,0,0,1,0,0,0,3,2,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,4,0,0,7,0,2,0,0,3,0,1,0,0,1,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-26,8,26,7,3,13,1,2,17,1,1,14,0,2,4,5,13,38,0,0,1,0,0,6,3,10,20,3,1,1,4,0,4,1,1,1,1,4,0,0,3,2,2,2,3,0,1,1,2,0,5,1,0,3,0,2,1,0,0,0,1,4,1,0,1,1,0,0,1,3,0,0,1,0,0,1,0,1,0,0,2,3,0,0,0,0,0,0,0,3,0,0,5,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-27,8,18,7,7,12,1,5,15,5,3,15,2,1,5,9,13,34,0,0,3,1,1,2,2,6,11,7,0,3,10,0,4,0,1,1,4,3,1,1,1,2,2,3,4,1,0,0,0,1,2,0,1,5,0,3,0,1,0,0,5,5,0,0,0,1,0,1,1,1,1,1,2,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,4,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-28,11,18,5,8,16,2,2,12,10,0,18,2,0,2,7,14,31,0,0,5,2,0,3,0,7,13,4,0,2,4,0,2,1,0,1,5,3,0,1,1,6,5,5,2,1,0,1,1,0,3,1,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,1,0,1,1,1,0,0,0,2,0,0,0,1,0,1,0,2,0,0,6,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
